;crime;penalty
111;"§ 1. Kto sprowadza zdarzenie, które zagraża życiu lub zdrowiu wielu osób albo mieniu w wielkich rozmiarach, mające postać:
1) pożaru,
2) zawalenia się budowli, zalewu albo obsunięcia się ziemi, skał lub śniegu,
3) eksplozji materiałów wybuchowych lub łatwopalnych albo innego gwałtownego wyzwolenia energii, rozprzestrzeniania się substancji trujących, duszących lub parzących,
4) gwałtownego wyzwolenia energii jądrowej lub wyzwolenia promieniowania jonizującego,";karze pozbawienia wolności do lat 3.
112; 2. Jeżeli sprawca działa nieumyślnie,;karze pozbawienia wolności od roku do lat 10.
113; 3. Jeżeli następstwem czynu określonego w § 1 jest śmierć człowieka lub ciężki uszczerbek na zdrowiu wielu osób, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.
114; 4. Jeżeli następstwem czynu określonego w § 2 jest śmierć człowieka lub ciężki uszczerbek na zdrowiu wielu osób, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
115;§ 1. Kto sprowadza bezpośrednie niebezpieczeństwo zdarzenia określonego w art. 163 sprowadzenie zdarzenia niebezpiecznego § 1,;karze pozbawienia wolności od roku do lat 10.
116; 2. Jeżeli sprawca działa nieumyślnie,;karze pozbawienia wolności od 3 miesięcy do lat 5.
117;"§ 1. Kto sprowadza niebezpieczeństwo dla życia lub zdrowia wielu osób albo dla mienia w wielkich rozmiarach:
1) powodując zagrożenie epidemiologiczne lub szerzenie się choroby zakaźnej albo zarazy zwierzęcej lub roślinnej,
2) wyrabiając lub wprowadzając do obrotu szkodliwe dla zdrowia substancje, środki spożywcze lub inne artykuły powszechnego użytku lub też środki farmaceutyczne nie odpowiadające obowiązującym warunkom jakości,
3) powodując uszkodzenie lub unieruchomienie urządzenia użyteczności publicznej, w szczególności urządzenia dostarczającego wodę, światło, ciepło, gaz, energię albo urządzenia zabezpieczającego przed nastąpieniem niebezpieczeństwa powszechnego lub służącego do jego uchylenia,
4) zakłócając, uniemożliwiając lub w inny sposób wpływając na automatyczne przetwarzanie, gromadzenie lub przekazywanie danych informatycznych,
5) działając w inny sposób w okolicznościach szczególnie niebezpiecznych,";karze pozbawienia wolności od lat 2 do 15.
118; 2. Jeżeli sprawca działa nieumyślnie,;karze pozbawienia wolności od 6 miesięcy do lat 8.
119; 3. Jeżeli następstwem czynu określonego w § 1 jest śmierć człowieka lub ciężki uszczerbek na zdrowiu wielu osób, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.
120; 4. Jeżeli następstwem czynu określonego w § 2 jest śmierć człowieka lub ciężki uszczerbek na zdrowiu wielu osób, sprawca;karze pozbawienia wolności do lat 3.
121;§ 1. Kto gromadzi, przekazuje lub oferuje środki płatnicze, instrumenty finansowe, papiery wartościowe, wartości dewizowe, prawa majątkowe lub inne mienie ruchome lub nieruchomości w zamiarze sfinansowania przestępstwa o charakterze terrorystycznym lub przestępstwa, o którym mowa w art. 120 stosowanie środków masowej zagłady, art. 121 wytwarzanie, gromadzenie i obrót środkami zakazanymi, art. 136 czynna napaść lub znieważenie przedstawiciela obcego państwa, art. 166 przejęcie kontroli nad statkiem wodnym lub powietrznym albo publicznym środkiem transportu lądowego, art. 167 umieszczenie na statku lub w publicznym środku transportu lądowego niebezpiecznego urządzenia lub substancji, art. 171 wytwarzanie lub obrót substancjami, materiałami i urządzeniami niebezpiecznymi, art. 252 wzięcie lub przetrzymywanie zakładnika, art. 255a rozpowszechnianie treści ułatwiających popełnienie przestępstwa o charakterze terrorystycznym lub art. 259a przekroczenie granicy RP w celu popełnienia przestępstwa o charakterze terrorystycznym,;karze pozbawienia wolności do lat 3.
122; 3. Kto, nie będąc do tego obowiązany na mocy ustawy, pokrywa koszty związane z zaspokojeniem potrzeb lub wykonaniem zobowiązań finansowych grupy, związku lub osoby, o których mowa w § 2,;karze pozbawienia wolności do lat 3.
123;§ 1. Kto, stosując podstęp albo gwałt na osobie lub groźbę bezpośredniego użycia takiego gwałtu, przejmuje kontrolę nad statkiem wodnym lub powietrznym albo nad publicznym środkiem transportu lądowego,;karze pozbawienia wolności od 6 miesięcy do lat 8.
124; 2. Kto, działając w sposób określony w § 1, sprowadza bezpośrednie niebezpieczeństwo dla życia lub zdrowia wielu osób,;karze pozbawienia wolności do lat 3.
125; 3. Jeżeli następstwem czynu określonego w § 2 jest śmierć człowieka lub ciężki uszczerbek na zdrowiu wielu osób, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
126;§ 1. Kto umieszcza na statku wodnym lub powietrznym albo w publicznym środku transportu lądowego urządzenie lub substancję zagrażającą bezpieczeństwu osób lub mieniu znacznej wartości,;karze pozbawienia wolności od 3 miesięcy do lat 5.
127;Kto czyni przygotowania do przestępstwa określonego w art. 163 sprowadzenie zdarzenia niebezpiecznego § 1, art. 165 sprowadzenie niebezpieczeństwa powszechnego § 1, art. 166 przejęcie kontroli nad statkiem wodnym lub powietrznym albo publicznym środkiem transportu lądowego § 1 lub w art. 167 umieszczenie na statku lub w publicznym środku transportu lądowego niebezpiecznego urządzenia lub substancji § 1,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
128; 2. Wobec sprawcy przestępstwa określonego w art. 163 sprowadzenie zdarzenia niebezpiecznego § 1 lub 2, art. 165 sprowadzenie niebezpieczeństwa powszechnego § 1 lub 2 lub w art. 166 przejęcie kontroli nad statkiem wodnym lub powietrznym albo publicznym środkiem transportu lądowego § 2 sąd może zastosować nadzwyczajne złagodzenie kary, jeżeli sprawca dobrowolnie uchylił niebezpieczeństwo grożące życiu lub zdrowiu wielu osób.;karze pozbawienia wolności od 3 miesięcy do lat 5.
129; 3. Wobec sprawcy przestępstwa określonego w art. 166 przejęcie kontroli nad statkiem wodnym lub powietrznym albo publicznym środkiem transportu lądowego § 1 sąd może zastosować nadzwyczajne złagodzenie kary, jeżeli sprawca przekazał statek lub kontrolę nad nim osobie uprawnionej.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
130;Kto uzbraja lub przysposabia statek morski przeznaczony do dokonania na morzu rabunku lub na takim statku przyjmuje służbę,;karze pozbawienia wolności od 6 miesięcy do lat 8.
131;§ 1. Kto, bez wymaganego zezwolenia lub wbrew jego warunkom, wyrabia, przetwarza, gromadzi, posiada, posługuje się lub handluje substancją lub przyrządem wybuchowym, materiałem radioaktywnym, urządzeniem emitującym promienie jonizujące lub innym przedmiotem lub substancją, która może sprowadzić niebezpieczeństwo dla życia lub zdrowia wielu osób albo mienia w wielkich rozmiarach,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności od 3 miesięcy do lat 5.
132;Kto przeszkadza działaniu mającemu na celu zapobieżenie niebezpieczeństwu dla życia lub zdrowia wielu osób albo mienia w wielkich rozmiarach,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
133;§ 1. Kto sprowadza katastrofę w ruchu lądowym, wodnym lub powietrznym zagrażającą życiu lub zdrowiu wielu osób albo mieniu w wielkich rozmiarach,;grzywnie albo karze ograniczenia wolności.
134; 2. Jeżeli sprawca działa nieumyślnie,;karze pozbawienia wolności od 6 miesięcy do lat 8.
135; 3. Jeżeli następstwem czynu określonego w § 1 jest śmierć człowieka lub ciężki uszczerbek na zdrowiu wielu osób, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 3.
136; 4. Jeżeli następstwem czynu określonego w § 2 jest śmierć człowieka lub ciężki uszczerbek na zdrowiu wielu osób, sprawca;karze pozbawienia wolności od roku do lat 10.
137;§ 1. Kto sprowadza bezpośrednie niebezpieczeństwo katastrofy w ruchu lądowym, wodnym lub powietrznym,;karze pozbawienia wolności od 3 miesięcy do lat 5.
138; 2. Jeżeli sprawca działa nieumyślnie,;karze pozbawienia wolności od roku do lat 10.
139;Kto czyni przygotowania do przestępstwa określonego w art. 173 sprowadzenie katastrofy komunikacyjnej § 1,;karze pozbawienia wolności od lat 2 do 12.
140; 2. Wobec sprawcy przestępstwa określonego w art. 173 sprowadzenie katastrofy komunikacyjnej § 1 lub 2 sąd może zastosować nadzwyczajne złagodzenie kary, jeżeli sprawca dobrowolnie uchylił niebezpieczeństwo grożące życiu lub zdrowiu wielu osób.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 5.
141;§ 1. Kto, naruszając, chociażby nieumyślnie, zasady bezpieczeństwa w ruchu lądowym, wodnym lub powietrznym, powoduje nieumyślnie wypadek, w którym inna osoba odniosła obrażenia ciała określone w art. 157 spowodowanie średniego i lekkiego uszczerbku na zdrowiu § 1,;karze pozbawienia wolności od 3 miesięcy do lat 5.
142; 2. Jeżeli następstwem wypadku jest śmierć innej osoby albo ciężki uszczerbek na jej zdrowiu, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
143; 3. Jeżeli pokrzywdzonym jest wyłącznie osoba najbliższa, ściganie przestępstwa określonego w § 1 następuje na jej wniosek.;karze pozbawienia wolności od lat 2 do 12.
144;§ 1. Skazując sprawcę, który popełnił przestępstwo określone w art. 173 sprowadzenie katastrofy komunikacyjnej § 1 lub 2, art. 174 sprowadzenie bezpośredniego niebezpieczeństwa katastrofy w ruchu lub art. 177 spowodowanie wypadku w ruchu § 1 znajdując się w stanie nietrzeźwości lub pod wpływem środka odurzającego lub zbiegł z miejsca zdarzenia lub spożywał alkohol lub zażywał środek odurzający po popełnieniu czynu określonego w art. 173 sprowadzenie katastrofy komunikacyjnej § 1 lub 2, art. 174 sprowadzenie bezpośredniego niebezpieczeństwa katastrofy w ruchu lub art. 177 spowodowanie wypadku w ruchu § 1, a przed poddaniem go przez uprawniony organ badaniu w celu ustalenia w organizmie zawartości alkoholu lub obecności środka odurzającego, sąd orzeka karę pozbawienia wolności przewidzianą za przypisane sprawcy przestępstwo w wysokości od dolnej granicy ustawowego zagrożenia zwiększonego o połowę do górnej granicy tego zagrożenia zwiększonego o połowę.;karze pozbawienia wolności od lat 2 do 12.
145;" 1a. Skazując sprawcę, który popełnił przestępstwo określone w art. 173 sprowadzenie katastrofy komunikacyjnej § 3 lub 4 lub art. 177 spowodowanie wypadku w ruchu § 2, w warunkach określonych w § 1 lub którego dotyczy wskazana w tym przepisie okoliczność, sąd orzeka karę pozbawienia wolności w wysokości nie niższej niż:
1) 3 lata, jeżeli następstwem wypadku jest ciężki uszczerbek na zdrowiu innej osoby albo następstwem katastrofy jest ciężki uszczerbek na zdrowiu wielu osób,
2) 5 lat, jeżeli następstwem wypadku albo katastrofy jest śmierć człowieka
– do dwukrotności górnej granicy ustawowego zagrożenia.";karze pozbawienia wolności od lat 3 do 20.
146; 3. W razie skazania, o którym mowa w § 1 lub 1a, sąd może orzec przepadek, o którym mowa w art. 44b przepadek pojazdu mechanicznego prowadzonego przez sprawcę lub równowartości pojazdu, a orzeka go, jeżeli zawartość alkoholu w organizmie sprawcy była wyższa niż 1 promil we krwi lub 0,5 mg/dmidx3 w wydychanym powietrzu albo prowadziła do takiego stężenia.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności od 3 miesięcy do lat 5.
147;§ 1. Kto, znajdując się w stanie nietrzeźwości lub pod wpływem środka odurzającego, prowadzi pojazd mechaniczny w ruchu lądowym, wodnym lub powietrznym;grzywnie albo karze ograniczenia wolności.
148; 4. Jeżeli sprawca czynu określonego w § 1 był wcześniej prawomocnie skazany za prowadzenie pojazdu mechanicznego w stanie nietrzeźwości lub pod wpływem środka odurzającego albo za przestępstwo określone w art. 173 sprowadzenie katastrofy komunikacyjnej, art. 174 sprowadzenie bezpośredniego niebezpieczeństwa katastrofy w ruchu, art. 177 spowodowanie wypadku w ruchu lub art. 355 spowodowanie wypadku komunikacyjnego przez żołnierza § 2 popełnione w stanie nietrzeźwości lub pod wpływem środka odurzającego lub dopuścił się czynu określonego w § 1 w okresie obowiązywania zakazu prowadzenia pojazdów mechanicznych orzeczonego w związku ze skazaniem za przestępstwo,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
149; 5. Sąd orzeka przepadek, o którym mowa w art. 44b przepadek pojazdu mechanicznego prowadzonego przez sprawcę lub równowartości pojazdu, w razie popełnienia przestępstwa określonego w § 1 lub 4, chyba że zawartość alkoholu w organizmie sprawcy przestępstwa określonego w § 1 była niższa niż 1,5 promila we krwi lub 0,75 mg/dm3 w wydychanym powietrzu albo nie prowadziła do takiego stężenia. Sąd może odstąpić od orzeczenia przepadku, jeżeli zachodzi wyjątkowy wypadek, uzasadniony szczególnymi okolicznościami.;grzywnie albo karze ograniczenia wolności.
150;Kto, pomimo wydania przez osobę uprawnioną do kontroli ruchu drogowego, poruszającą się pojazdem lub znajdującą się na statku wodnym albo powietrznym, przy użyciu sygnałów dźwiękowych i świetlnych, polecenia zatrzymania pojazdu mechanicznego nie zatrzymuje niezwłocznie pojazdu i kontynuuje jazdę,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
151;Kto wbrew szczególnemu obowiązkowi dopuszcza do ruchu pojazd mechaniczny albo inny pojazd w stanie bezpośrednio zagrażającym bezpieczeństwu w ruchu lądowym, wodnym lub powietrznym lub dopuszcza do prowadzenia pojazdu mechanicznego albo innego pojazdu na drodze publicznej, w strefie zamieszkania lub w strefie ruchu przez osobę znajdującą się w stanie nietrzeźwości, będącą pod wpływem środka odurzającego lub osobę nieposiadającą wymaganych uprawnień,;karze pozbawienia wolności od 3 miesięcy do lat 5.
152;Kto, znajdując się w stanie nietrzeźwości lub pod wpływem środka odurzającego, pełni czynności związane bezpośrednio z zapewnieniem bezpieczeństwa ruchu pojazdów mechanicznych,;karze pozbawienia wolności od roku do lat 10.
153;Kto na drodze publicznej, w strefie zamieszkania lub w strefie ruchu, prowadzi pojazd mechaniczny, nie stosując się do decyzji właściwego organu o cofnięciu uprawnienia do kierowania pojazdami;karze pozbawienia wolności od lat 2 do 15.
154;§ 1. Kto powoduje zniszczenie w świecie roślinnym lub zwierzęcym w znacznych rozmiarach,;karze pozbawienia wolności od lat 5 do 25.
155; 2. Kto, wbrew przepisom obowiązującym na terenie objętym ochroną, niszczy lub uszkadza rośliny, zwierzęta, grzyby lub ich siedliska, lub siedliska przyrodnicze, powodując istotną szkodę,;karze pozbawienia wolności od lat 3 do 20.
156; 3. Karze określonej w § 2 podlega także ten, kto niezależnie od miejsca czynu niszczy lub uszkadza rośliny, zwierzęta, grzyby pozostające pod ochroną gatunkową lub ich siedliska, powodując istotną szkodę.;karze pozbawienia wolności od 3 miesięcy do lat 5.
157; 4. Jeżeli sprawca czynu określonego w § 1 działa nieumyślnie,;karze pozbawienia wolności do lat 3.
158; 5. Jeżeli sprawca czynu określonego w § 2 lub 3 działa nieumyślnie,;karze pozbawienia wolności od 6 miesięcy do lat 8.
159;§ 1. Kto zanieczyszcza wodę, powietrze lub powierzchnię ziemi substancją albo promieniowaniem jonizującym w takiej ilości lub w takiej postaci, że może to zagrozić życiu lub zdrowiu człowieka lub spowodować istotne obniżenie jakości wody, powietrza lub powierzchni ziemi lub zniszczenie w świecie roślinnym lub zwierzęcym w znacznych rozmiarach,; 3. Jeżeli następstwem czynu określonego w § 1 lub 2 jest targnięcie się pokrzywdzonego na własne życie, sprawca podlega karze pozbawienia wolności od lat 2 do 15.
160; 2. Jeżeli sprawca czynu określonego w § 1 działa nieumyślnie,;karze pozbawienia wolności do lat 3.
161; 3. Jeżeli czyn określony w § 1 został popełniony w związku z eksploatacją instalacji działającej w ramach zakładu, w zakresie korzystania ze środowiska, na które wymagane jest pozwolenie, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
162; 4. Jeżeli sprawca czynu określonego w § 3 działa nieumyślnie,;karze pozbawienia wolności od 3 miesięcy do lat 5.
163;§ 1. Kto wbrew przepisom składuje, usuwa, przetwarza, zbiera, unieszkodliwia, transportuje odpady lub substancje albo dokonuje odzysku odpadów lub substancji w takich warunkach lub w taki sposób, że może to zagrozić życiu lub zdrowiu człowieka lub spowodować obniżenie jakości wody, powietrza lub powierzchni ziemi lub zniszczenie w świecie roślinnym lub zwierzęcym,;karze pozbawienia wolności od 3 miesięcy do 5 lat.
164; 3. Karze określonej w § 1 podlega, kto wbrew obowiązkowi dopuszcza do popełnienia czynu określonego w § 1, 2 i 4.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
165; 4. Karze określonej w § 1 podlega, kto wbrew przepisom przywozi odpady z zagranicy lub wywozi odpady za granicę.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
166; 5. Kto bez wymaganego zgłoszenia lub zezwolenia albo wbrew jego warunkom przywozi z zagranicy lub wywozi za granicę odpady niebezpieczne,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
167; 5a. Karze określonej w § 5 podlega, kto porzuca odpady niebezpieczne w miejscu nieprzeznaczonym do ich składowania lub magazynowania.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
168; 6. Jeżeli sprawca czynu określonego w § 1–5a działa nieumyślnie,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
169;§ 1. Kto wyrabia, przetwarza, transportuje, przywozi z zagranicy, wywozi za granicę, gromadzi, składuje, przechowuje, posiada, wykorzystuje, posługuje się, usuwa, porzuca lub pozostawia bez właściwego zabezpieczenia materiał jądrowy albo inne źródło promieniowania jonizującego, w takich warunkach lub w taki sposób, że może to zagrozić życiu lub zdrowiu człowieka lub spowodować istotne obniżenie jakości wody, powietrza lub powierzchni ziemi lub zniszczenie w świecie roślinnym lub zwierzęcym w znacznych rozmiarach,;karze pozbawienia wolności od lat 2 do 15.
170; 3. Jeżeli sprawca czynu określonego w § 1 lub 2 działa nieumyślnie,;karze pozbawienia wolności od 6 miesięcy do lat 8.
171;§ 1. Jeżeli następstwem czynu określonego w art. 182 zanieczyszczanie środowiska w znacznych rozmiarach § 1 lub 3, art. 183 naruszanie przepisów w postępowaniu z odpadami § 1 lub 3 lub w art. 184 nieodpowiednie postępowanie z materiałami promieniowania jonizującego § 1 lub 2 jest zniszczenie w świecie roślinnym lub zwierzęcym w znacznych rozmiarach lub istotne obniżenie jakości wody, powietrza lub powierzchni ziemi, sprawca;karze pozbawienia wolności od lat 3 do 20.
172; 2. Jeżeli następstwem czynu określonego w art. 182 zanieczyszczanie środowiska w znacznych rozmiarach § 1 lub 3, art. 183 naruszanie przepisów w postępowaniu z odpadami § 1 lub 3 lub w art. 184 nieodpowiednie postępowanie z materiałami promieniowania jonizującego § 1 lub 2 jest ciężki uszczerbek na zdrowiu człowieka, sprawca;karze pozbawienia wolności na czas nie krótszy od lat 5 albo karze dożywotniego pozbawienia wolności.
173; 3. Jeżeli następstwem czynu określonego w art. 182 zanieczyszczanie środowiska w znacznych rozmiarach § 1 lub 3, art. 183 naruszanie przepisów w postępowaniu z odpadami § 1 lub 3 lub w art. 184 nieodpowiednie postępowanie z materiałami promieniowania jonizującego § 1 lub 2 jest śmierć człowieka lub ciężki uszczerbek na zdrowiu wielu osób, sprawca;karze pozbawienia wolności na czas nie krótszy od lat 8 albo karze dożywotniego pozbawienia wolności.
174;§ 1. Kto wbrew obowiązkowi nie utrzymuje w należytym stanie lub nie używa urządzeń zabezpieczających wodę, powietrze lub powierzchnię ziemi przed zanieczyszczeniem lub urządzeń zabezpieczających przed skażeniem promieniotwórczym lub promieniowaniem jonizującym,;karze pozbawienia wolności od 6 miesięcy do lat 8.
175; 3. Jeżeli sprawca czynu określonego w § 1 lub 2 działa nieumyślnie,;karze pozbawienia wolności do lat 3.
176;§ 1. Kto niszczy, poważnie uszkadza lub istotnie zmniejsza wartość przyrodniczą prawnie chronionego terenu lub obiektu, powodując istotną szkodę,; 2. Jeżeli czyn określony w § 1 został popełniony na szkodę małoletniego, sprawca podlega karze pozbawienia wolności od 3 miesięcy do lat 5.
177; 2. Jeżeli sprawca działa nieumyślnie,;karze pozbawienia wolności od lat 2 do 15.
178;Kto, na terenie objętym ochroną ze względów przyrodniczych lub krajobrazowych albo w otulinie takiego terenu, wbrew przepisom, wznosi nowy lub powiększa istniejący obiekt budowlany albo prowadzi działalność gospodarczą zagrażającą środowisku,;karze pozbawienia wolności do lat 3.
179;Wobec sprawcy przestępstwa określonego w art. 182 zanieczyszczanie środowiska w znacznych rozmiarach § 1 lub 3, art. 183 naruszanie przepisów w postępowaniu z odpadami § 1, 3, 5a lub 6 lub w art. 184 nieodpowiednie postępowanie z materiałami promieniowania jonizującego § 1 lub 2, który dobrowolnie naprawił szkodę w całości albo w znacznej części, sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia.;karze pozbawienia wolności do lat 3.
180;§ 1. Kto pozbawia człowieka wolności,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
181; 2. Jeżeli pozbawienie wolności trwało dłużej niż 7 dni, sprawca;karze pozbawienia wolności do lat 3.
182; 2a. Jeżeli pozbawienie wolności, o którym mowa w § 2, dotyczy osoby nieporadnej ze względu na jej wiek, stan psychiczny lub fizyczny, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
183; 3. Jeżeli pozbawienie wolności, o którym mowa w § 1–2a, łączyło się ze szczególnym udręczeniem, sprawca;karze pozbawienia wolności do lat 3.
184;§ 1. Kto dopuszcza się handlu ludźmi;karze pozbawienia wolności od lat 2 do 15.
185; 2. Kto czyni przygotowania do popełnienia przestępstwa określonego w § 1;karze pozbawienia wolności od roku do lat 10.
186;§ 1. Kto grozi innej osobie popełnieniem przestępstwa na jej szkodę lub na szkodę osoby dla niej najbliższej, jeżeli groźba wzbudza w osobie, do której została skierowana lub której dotyczy, uzasadnioną obawę, że będzie spełniona,;karze pozbawienia wolności od 3 miesięcy do lat 5.
187; 2. Ściganie następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności do lat 3.
188;§ 1. Kto przez uporczywe nękanie innej osoby lub osoby dla niej najbliższej wzbudza u niej uzasadnione okolicznościami poczucie zagrożenia, poniżenia lub udręczenia lub istotnie narusza jej prywatność,;karze pozbawienia wolności od roku do lat 10.
189; 4. Ściganie przestępstwa określonego w § 1 lub 2 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od lat 2 do 15.
190;§ 1. Kto, stosując przemoc wobec osoby lub groźbę bezprawną, zmusza ją lub inną osobę do określonego działania, zaniechania lub znoszenia,;karze pozbawienia wolności od 3 miesięcy do lat 5.
191; 2. Jeżeli sprawca działa w sposób określony w § 1 w celu wymuszenia zwrotu wierzytelności,;karze pozbawienia wolności od roku do lat 10.
192; 3. Ściganie przestępstwa określonego w § 1 lub 1a następuje na wniosek pokrzywdzonego.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
193;§ 1. Kto utrwala wizerunek nagiej osoby lub osoby w trakcie czynności seksualnej, używając w tym celu wobec niej przemocy, groźby bezprawnej lub podstępu, albo wizerunek nagiej osoby lub osoby w trakcie czynności seksualnej bez jej zgody rozpowszechnia,;karze pozbawienia wolności od 3 miesięcy do lat 5.
194; 2. Ściganie następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od 6 miesięcy do lat 8.
195;§ 1. Kto przemocą, groźbą bezprawną lub przez nadużycie stosunku zależności lub wykorzystanie krytycznego położenia doprowadza inną osobę do zawarcia małżeństwa lub związku, który odpowiada małżeństwu w kręgu wyznaniowym lub kulturowym sprawcy,;karze pozbawienia wolności od roku do lat 10.
196;§ 1. Kto wykonuje zabieg leczniczy bez zgody pacjenta,;karze pozbawienia wolności od lat 2 do 15.
197; 2. Ściganie następuje na wniosek pokrzywdzonego.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
198;§ 1. Kto wdziera się do cudzego domu, mieszkania, lokalu, pomieszczenia albo ogrodzonego terenu albo wbrew żądaniu osoby uprawnionej miejsca takiego nie opuszcza,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
199; 2. Ściganie następuje na wniosek pokrzywdzonego.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
200;Kto ogranicza człowieka w przysługujących mu prawach ze względu na jego przynależność wyznaniową albo bezwyznaniowość,;karze pozbawienia wolności od 3 miesięcy do lat 5.
201;§ 1. Kto złośliwie przeszkadza publicznemu wykonywaniu aktu religijnego kościoła lub innego związku wyznaniowego o uregulowanej sytuacji prawnej,;karze pozbawienia wolności od lat 2 do 15.
202;Kto obraża uczucia religijne innych osób, znieważając publicznie przedmiot czci religijnej lub miejsce przeznaczone do publicznego wykonywania obrzędów religijnych,;karze pozbawienia wolności od 3 miesięcy do lat 5.
203;§ 1. Kto przemocą, groźbą bezprawną lub podstępem doprowadza inną osobę do obcowania płciowego,;karze pozbawienia wolności od 3 miesięcy do lat 5.
204; 2. Jeżeli sprawca, w sposób określony w § 1, doprowadza inną osobę do poddania się innej czynności seksualnej albo wykonania takiej czynności,;grzywnie albo karze ograniczenia wolności.
205; 4. Jeżeli sprawca dopuszcza się zgwałcenia wobec małoletniego poniżej lat 15 lub sprawca czynu określonego w § 1–3 działa ze szczególnym okrucieństwem lub następstwem tego czynu jest ciężki uszczerbek na zdrowiu,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
206; 5. Jeżeli następstwem czynu określonego w § 1–4 jest śmierć człowieka, sprawca;grzywnie albo karze ograniczenia wolności.
207;Kto, wykorzystując bezradność innej osoby lub wynikający z upośledzenia umysłowego lub choroby psychicznej brak zdolności tej osoby do rozpoznania znaczenia czynu lub pokierowania swoim postępowaniem, doprowadza ją do obcowania płciowego lub do poddania się innej czynności seksualnej albo do wykonania takiej czynności,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
208;§ 1. Kto, przez nadużycie stosunku zależności lub wykorzystanie krytycznego położenia, doprowadza inną osobę do obcowania płciowego lub do poddania się innej czynności seksualnej albo do wykonania takiej czynności,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
209; 3. Karze określonej w § 2 podlega, kto obcuje płciowo z małoletnim lub dopuszcza się wobec takiej osoby innej czynności seksualnej albo doprowadza ją do poddania się takim czynnościom albo do ich wykonania, nadużywając zaufania lub udzielając w zamian korzyści majątkowej lub osobistej albo jej obietnicy.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
210;§ 1. Kto obcuje płciowo z małoletnim poniżej lat 15 lub dopuszcza się wobec takiej osoby innej czynności seksualnej lub doprowadza ją do poddania się takim czynnościom albo do ich wykonania,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
211; 3. Kto małoletniemu poniżej lat 15 prezentuje treści pornograficzne lub udostępnia mu przedmioty mające taki charakter albo rozpowszechnia treści pornograficzne w sposób umożliwiający takiemu małoletniemu zapoznanie się z nimi;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
212; 4. Karze określonej w § 3 podlega, kto w celu swojego zaspokojenia seksualnego lub zaspokojenia seksualnego innej osoby prezentuje małoletniemu poniżej lat 15 wykonanie czynności seksualnej.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 3.
213; 5. Karze określonej w § 3 podlega, kto prowadzi reklamę lub promocję działalności polegającej na rozpowszechnianiu treści pornograficznych w sposób umożliwiający zapoznanie się z nimi małoletniemu poniżej lat 15.;grzywnie albo karze ograniczenia wolności.
214; 6. Skazując sprawcę, który popełnił przestępstwo określone w § 1, 3 lub 4 wobec małoletniego poniżej lat 15, który w chwili czynu pozostawał w stosunku zależności od sprawcy, w szczególności pod jego pieczą, lub z wykorzystaniem krytycznego położenia małoletniego poniżej lat 15, sąd orzeka karę pozbawienia wolności przewidzianą za przypisane sprawcy przestępstwo w wysokości od dolnej granicy ustawowego zagrożenia zwiększonego o połowę.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
